Date,Category,Campaign Name,Impressions,Clicks,Conversions,Revenue,Cost,Daily Budget,,,,,,,,,,,,,,,
9/29/20,Pets,Pets - Campaign 2,9484,205,17,146.12,90.97,250,,,,,,,,,,,,,,,
9/30/20,Pets,Pets - Campaign 2,8867,212,21,233,93.05,250,,,,,,,,,,,,,,,
10/13/20,Pets,Pets - Campaign 2,10439,232,9,60.5,85.83,250,,,,,,,,,,,,,,,
10/14/20,Pets,Pets - Campaign 2,8501,191,21,157.27,77.88,250,,,,,,,,,,,,,,,
10/15/20,Pets,Pets - Campaign 2,7865,184,13,103.36,61.36,250,,,,,,,,,,,,,,,
12/11/20,Pets,Pets - Campaign 2,11596,213,10,79.78,53.61,250,,,,,,,,,,,,,,,
12/12/20,Pets,Pets - Campaign 2,14322,265,13,139.01,67.57,250,,,,,,,,,,,,,,,
12/13/20,Pets,Pets - Campaign 2,14257,234,13,149.82,57.04,250,,,,,,,,,,,,,,,
12/14/20,Pets,Pets - Campaign 2,11272,172,7,59.45,39.61,250,,,,,,,,,,,,,,,
12/28/20,Pets,Pets - Campaign 2,11196,178,9,96.29,43.44,250,,,,,,,,,,,,,,,
12/29/20,Pets,Pets - Campaign 2,11730,186,6,70.16,45.32,250,,,,,,,,,,,,,,,
12/30/20,Pets,Pets - Campaign 2,11488,185,9,73.03,46.88,250,,,,,,,,,,,,,,,
7/2/20,Pets,Pets - Campaign 2,14219,309,20,199.1,115.83,250,,,,,,,,,,,,,,,
7/4/20,Pets,Pets - Campaign 2,16090,382,22,193.25,151.34,250,,,,,,,,,,,,,,,
7/9/20,Pets,Pets - Campaign 2,16454,354,24,222.2,135.74,250,,,,,,,,,,,,,,,
7/11/20,Pets,Pets - Campaign 2,13921,327,26,227.78,121.34,250,,,,,,,,,,,,,,,
7/18/20,Pets,Pets - Campaign 2,14719,327,24,156.36,115.35,250,,,,,,,,,,,,,,,
7/20/20,Pets,Pets - Campaign 2,16701,317,17,165.76,103.59,250,,,,,,,,,,,,,,,
7/27/20,Pets,Pets - Campaign 2,18316,358,25,185.47,118.18,250,,,,,,,,,,,,,,,
12/31/20,Pets,Pets - Campaign 2,10236,166,7,92.85,38.33,250,,,,,,,,,,,,,,,
10/16/20,Pets,Pets - Campaign 2,8535,195,19,154.75,67.93,250,,,,,,,,,,,,,,,
10/17/20,Pets,Pets - Campaign 2,10439,269,15,60.87,94.06,250,,,,,,,,,,,,,,,
10/30/20,Pets,Pets - Campaign 2,8297,158,6,85.28,45.16,250,,,,,,,,,,,,,,,
10/31/20,Pets,Pets - Campaign 2,7384,150,8,113.39,46.36,250,,,,,,,,,,,,,,,
11/1/20,Pets,Pets - Campaign 2,7743,200,14,241.11,64.2,250,,,,,,,,,,,,,,,
11/2/20,Pets,Pets - Campaign 2,7817,143,13,130.04,39.2,250,,,,,,,,,,,,,,,
7/29/20,Pets,Pets - Campaign 2,15140,331,18,143.1,114.5,250,,,,,,,,,,,,,,,
8/3/20,Pets,Pets - Campaign 2,11675,300,18,131.06,102.78,250,,,,,,,,,,,,,,,
8/5/20,Pets,Pets - Campaign 2,10988,300,14,53.32,108.57,250,,,,,,,,,,,,,,,
8/7/20,Pets,Pets - Campaign 2,7547,236,16,137.75,81.4,250,,,,,,,,,,,,,,,
8/12/20,Pets,Pets - Campaign 2,8876,249,13,133.98,88.78,250,,,,,,,,,,,,,,,
8/14/20,Pets,Pets - Campaign 2,8464,255,20,151.51,78.72,250,,,,,,,,,,,,,,,
8/21/20,Pets,Pets - Campaign 2,10229,246,14,120.77,71.89,250,,,,,,,,,,,,,,,
11/16/20,Pets,Pets - Campaign 2,6620,149,6,70.09,36.77,250,,,,,,,,,,,,,,,
11/17/20,Pets,Pets - Campaign 2,5923,131,6,54.07,39.04,250,,,,,,,,,,,,,,,
11/18/20,Pets,Pets - Campaign 2,7270,166,8,36.97,46.38,250,,,,,,,,,,,,,,,
11/19/20,Pets,Pets - Campaign 2,6805,192,14,143.58,46.07,250,,,,,,,,,,,,,,,
12/3/20,Pets,Pets - Campaign 2,6633,188,13,36.6,53.99,250,,,,,,,,,,,,,,,
12/4/20,Pets,Pets - Campaign 2,7507,182,5,115.58,42.9,250,,,,,,,,,,,,,,,
12/5/20,Pets,Pets - Campaign 2,9431,195,15,86.97,52.4,250,,,,,,,,,,,,,,,
8/23/20,Pets,Pets - Campaign 2,11659,343,27,255.37,101.05,250,,,,,,,,,,,,,,,
8/28/20,Pets,Pets - Campaign 2,9841,224,17,134.81,72.41,250,,,,,,,,,,,,,,,
8/30/20,Pets,Pets - Campaign 2,14077,414,30,295.39,146.15,250,,,,,,,,,,,,,,,
9/1/20,Pets,Pets - Campaign 2,10884,249,12,157.71,82.04,250,,,,,,,,,,,,,,,
9/6/20,Pets,Pets - Campaign 2,11600,335,31,374.25,139.17,250,,,,,,,,,,,,,,,
9/8/20,Pets,Pets - Campaign 2,12948,270,14,150.8,109.93,250,,,,,,,,,,,,,,,
9/15/20,Pets,Pets - Campaign 2,10018,192,24,204.7,91.59,250,,,,,,,,,,,,,,,
12/6/20,Pets,Pets - Campaign 2,17343,284,15,213.21,73.57,250,,,,,,,,,,,,,,,
12/19/20,Pets,Pets - Campaign 2,12679,216,9,112.62,52.41,250,,,,,,,,,,,,,,,
12/20/20,Pets,Pets - Campaign 2,16253,248,12,118.79,64.06,250,,,,,,,,,,,,,,,
12/21/20,Pets,Pets - Campaign 2,15357,217,10,108.93,57.57,250,,,,,,,,,,,,,,,
12/22/20,Pets,Pets - Campaign 2,15727,243,11,134.64,64.85,250,,,,,,,,,,,,,,,
9/17/20,Pets,Pets - Campaign 2,9357,177,17,182.19,90.41,250,,,,,,,,,,,,,,,
9/22/20,Pets,Pets - Campaign 2,8269,165,13,166.71,71.08,250,,,,,,,,,,,,,,,
9/24/20,Pets,Pets - Campaign 2,11828,189,19,182.33,100.69,250,,,,,,,,,,,,,,,
9/26/20,Pets,Pets - Campaign 2,12622,271,23,200.07,122.71,250,,,,,,,,,,,,,,,
10/1/20,Pets,Pets - Campaign 2,8575,206,22,149.43,81.73,250,,,,,,,,,,,,,,,
10/3/20,Pets,Pets - Campaign 2,9461,266,22,184.47,118.84,250,,,,,,,,,,,,,,,
10/10/20,Pets,Pets - Campaign 2,10167,276,17,199.89,98.38,250,,,,,,,,,,,,,,,
10/12/20,Pets,Pets - Campaign 2,12240,273,18,178.69,93.07,250,,,,,,,,,,,,,,,
10/19/20,Pets,Pets - Campaign 2,13094,237,18,179.58,83.9,250,,,,,,,,,,,,,,,
10/21/20,Pets,Pets - Campaign 2,11001,236,18,84.63,84.72,250,,,,,,,,,,,,,,,
10/26/20,Pets,Pets - Campaign 2,9013,201,9,81.77,60.02,250,,,,,,,,,,,,,,,
10/28/20,Pets,Pets - Campaign 2,7974,178,6,13.54,53.51,250,,,,,,,,,,,,,,,
11/4/20,Pets,Pets - Campaign 2,6466,117,10,100.98,32.39,250,,,,,,,,,,,,,,,
11/6/20,Pets,Pets - Campaign 2,6937,159,17,118.64,45.88,250,,,,,,,,,,,,,,,
11/13/20,Pets,Pets - Campaign 2,7495,180,13,76.31,54.01,250,,,,,,,,,,,,,,,
11/15/20,Pets,Pets - Campaign 2,7588,209,13,60.66,65.48,250,,,,,,,,,,,,,,,
11/20/20,Pets,Pets - Campaign 2,6720,172,9,75.93,44.64,250,,,,,,,,,,,,,,,
11/22/20,Pets,Pets - Campaign 2,8890,251,16,108.67,68.02,250,,,,,,,,,,,,,,,
11/29/20,Pets,Pets - Campaign 2,12209,288,17,206.74,80.15,250,,,,,,,,,,,,,,,
12/1/20,Pets,Pets - Campaign 2,9339,189,5,146.83,52.1,250,,,,,,,,,,,,,,,
12/8/20,Pets,Pets - Campaign 2,11965,178,7,76.18,48.16,250,,,,,,,,,,,,,,,
12/10/20,Pets,Pets - Campaign 2,11126,198,7,60.89,51.75,250,,,,,,,,,,,,,,,
12/15/20,Pets,Pets - Campaign 2,9291,156,6,61.83,36.35,250,,,,,,,,,,,,,,,
12/17/20,Pets,Pets - Campaign 2,10364,169,8,83.97,39.78,250,,,,,,,,,,,,,,,
12/24/20,Pets,Pets - Campaign 2,10333,225,16,173.1,62.84,250,,,,,,,,,,,,,,,
12/26/20,Pets,Pets - Campaign 2,10920,232,8,93.44,53.54,250,,,,,,,,,,,,,,,
9/23/20,Pets,Pets - Campaign 2,9416,184,10,45.2,78.5,250,,,,,,,,,,,,,,,
9/25/20,Pets,Pets - Campaign 2,11816,236,25,223.91,110.45,250,,,,,,,,,,,,,,,
10/2/20,Pets,Pets - Campaign 2,7456,226,24,113.31,86.83,250,,,,,,,,,,,,,,,
10/4/20,Pets,Pets - Campaign 2,10438,287,28,295.1,115.6,250,,,,,,,,,,,,,,,
10/9/20,Pets,Pets - Campaign 2,7499,201,15,104.96,63.48,250,,,,,,,,,,,,,,,
10/11/20,Pets,Pets - Campaign 2,11759,344,24,237.02,125.65,250,,,,,,,,,,,,,,,
10/18/20,Pets,Pets - Campaign 2,13684,298,25,361,112.58,250,,,,,,,,,,,,,,,
10/20/20,Pets,Pets - Campaign 2,12244,230,13,71,85.23,250,,,,,,,,,,,,,,,
10/27/20,Pets,Pets - Campaign 2,7027,132,11,87.36,37.28,250,,,,,,,,,,,,,,,
10/29/20,Pets,Pets - Campaign 2,10146,175,7,52.21,51.3,250,,,,,,,,,,,,,,,
11/3/20,Pets,Pets - Campaign 2,6065,117,8,0,33.88,250,,,,,,,,,,,,,,,
11/5/20,Pets,Pets - Campaign 2,7270,173,8,99.6,46.64,250,,,,,,,,,,,,,,,
11/12/20,Pets,Pets - Campaign 2,8179,177,16,143.76,55.47,250,,,,,,,,,,,,,,,
11/14/20,Pets,Pets - Campaign 2,8071,219,10,98.57,64.66,250,,,,,,,,,,,,,,,
11/21/20,Pets,Pets - Campaign 2,8495,258,16,177.12,65.63,250,,,,,,,,,,,,,,,
11/23/20,Pets,Pets - Campaign 2,8930,181,8,40.23,46.13,250,,,,,,,,,,,,,,,
11/28/20,Pets,Pets - Campaign 2,8580,221,12,150.38,50.44,250,,,,,,,,,,,,,,,
11/30/20,Pets,Pets - Campaign 2,11192,223,11,135.87,61.28,250,,,,,,,,,,,,,,,
12/2/20,Pets,Pets - Campaign 2,8950,224,5,0,63.77,250,,,,,,,,,,,,,,,
12/7/20,Pets,Pets - Campaign 2,15348,249,9,115.86,68.65,250,,,,,,,,,,,,,,,
12/9/20,Pets,Pets - Campaign 2,11500,188,8,58.55,50.5,250,,,,,,,,,,,,,,,
12/16/20,Pets,Pets - Campaign 2,11896,195,5,36.69,44.39,250,,,,,,,,,,,,,,,
12/18/20,Pets,Pets - Campaign 2,10098,179,9,104.32,42.55,250,,,,,,,,,,,,,,,
12/23/20,Pets,Pets - Campaign 2,12350,218,10,52.91,59.07,250,,,,,,,,,,,,,,,
12/25/20,Pets,Pets - Campaign 2,6023,162,5,50.78,38.42,250,,,,,,,,,,,,,,,
12/27/20,Pets,Pets - Campaign 2,12293,229,13,137.68,56.68,250,,,,,,,,,,,,,,,
1/2/20,Pets,Pets - Campaign 1,25508,222,6,94.04,47.92,300,,,,,,,,,,,,,,,
1/3/20,Pets,Pets - Campaign 1,24142,199,9,72.59,44.78,300,,,,,,,,,,,,,,,
1/4/20,Pets,Pets - Campaign 1,24757,242,7,78.87,65.86,300,,,,,,,,,,,,,,,
1/5/20,Pets,Pets - Campaign 1,22409,226,11,49.23,62.79,300,,,,,,,,,,,,,,,
1/18/20,Pets,Pets - Campaign 1,34624,331,11,123.43,105.58,300,,,,,,,,,,,,,,,
1/19/20,Pets,Pets - Campaign 1,28178,269,12,79.03,73.8,300,,,,,,,,,,,,,,,
1/20/20,Pets,Pets - Campaign 1,23242,241,8,50.06,64.14,300,,,,,,,,,,,,,,,
1/21/20,Pets,Pets - Campaign 1,21049,243,10,84.85,67.33,300,,,,,,,,,,,,,,,
1/10/20,Pets,Pets - Campaign 1,25697,204,5,52.98,41,300,,,,,,,,,,,,,,,
1/11/20,Pets,Pets - Campaign 1,28354,253,8,53.11,56.93,300,,,,,,,,,,,,,,,
1/12/20,Pets,Pets - Campaign 1,34557,313,12,122.38,70.87,300,,,,,,,,,,,,,,,
1/13/20,Pets,Pets - Campaign 1,33606,255,9,53.28,59.33,300,,,,,,,,,,,,,,,
1/27/20,Pets,Pets - Campaign 1,22342,236,6,67.24,58.63,300,,,,,,,,,,,,,,,
1/7/20,Pets,Pets - Campaign 1,25460,215,5,17.16,46.17,300,,,,,,,,,,,,,,,
1/9/20,Pets,Pets - Campaign 1,25138,203,5,52.43,47.35,300,,,,,,,,,,,,,,,
1/14/20,Pets,Pets - Campaign 1,27052,229,4,26.75,54.54,300,,,,,,,,,,,,,,,
1/16/20,Pets,Pets - Campaign 1,27657,219,7,34.9,50.7,300,,,,,,,,,,,,,,,
1/23/20,Pets,Pets - Campaign 1,28328,278,6,104,79.42,300,,,,,,,,,,,,,,,
1/25/20,Pets,Pets - Campaign 1,24025,297,10,105.57,81.34,300,,,,,,,,,,,,,,,
1/1/20,Pets,Pets - Campaign 1,29896,253,9,84.72,68.91,300,,,,,,,,,,,,,,,
1/6/20,Pets,Pets - Campaign 1,24381,205,8,102.19,46.53,300,,,,,,,,,,,,,,,
1/8/20,Pets,Pets - Campaign 1,23644,210,6,48.33,52.99,300,,,,,,,,,,,,,,,
1/15/20,Pets,Pets - Campaign 1,25862,212,5,60.28,49.23,300,,,,,,,,,,,,,,,
1/17/20,Pets,Pets - Campaign 1,25606,188,8,49.12,43.84,300,,,,,,,,,,,,,,,
1/22/20,Pets,Pets - Campaign 1,23736,249,8,92.1,66.77,300,,,,,,,,,,,,,,,
1/24/20,Pets,Pets - Campaign 1,25174,257,8,40.4,70.54,300,,,,,,,,,,,,,,,
2/4/20,Pets,Pets - Campaign 1,24392,238,8,81.69,62.1,300,,,,,,,,,,,,,,,
2/5/20,Pets,Pets - Campaign 1,24345,226,8,84.34,55.69,300,,,,,,,,,,,,,,,
2/6/20,Pets,Pets - Campaign 1,22970,216,6,48.96,49.34,300,,,,,,,,,,,,,,,
2/7/20,Pets,Pets - Campaign 1,24723,219,10,89.82,50.47,300,,,,,,,,,,,,,,,
2/21/20,Pets,Pets - Campaign 1,21715,184,8,56.14,45.97,300,,,,,,,,,,,,,,,
1/28/20,Pets,Pets - Campaign 1,20992,268,5,28.11,74.84,300,,,,,,,,,,,,,,,
1/29/20,Pets,Pets - Campaign 1,20628,241,8,81.43,68.41,300,,,,,,,,,,,,,,,
1/30/20,Pets,Pets - Campaign 1,25579,240,8,95.19,63.56,300,,,,,,,,,,,,,,,
2/12/20,Pets,Pets - Campaign 1,24092,258,7,57.92,67.87,300,,,,,,,,,,,,,,,
2/13/20,Pets,Pets - Campaign 1,25638,272,8,84.24,75.8,300,,,,,,,,,,,,,,,
2/14/20,Pets,Pets - Campaign 1,24059,222,7,62.61,57.66,300,,,,,,,,,,,,,,,
2/15/20,Pets,Pets - Campaign 1,28573,306,13,114.79,89.44,300,,,,,,,,,,,,,,,
2/1/20,Pets,Pets - Campaign 1,25677,272,8,92.2,72.08,300,,,,,,,,,,,,,,,
2/3/20,Pets,Pets - Campaign 1,25028,244,8,55.79,65.82,300,,,,,,,,,,,,,,,
2/8/20,Pets,Pets - Campaign 1,32482,307,12,84.16,83.64,300,,,,,,,,,,,,,,,
2/10/20,Pets,Pets - Campaign 1,28549,277,12,113.11,72.3,300,,,,,,,,,,,,,,,
2/17/20,Pets,Pets - Campaign 1,29689,276,8,75.39,72.58,300,,,,,,,,,,,,,,,
2/19/20,Pets,Pets - Campaign 1,18964,183,8,84.58,48.75,300,,,,,,,,,,,,,,,
2/22/20,Pets,Pets - Campaign 1,25859,227,10,74.53,60.79,300,,,,,,,,,,,,,,,
2/23/20,Pets,Pets - Campaign 1,25344,246,10,89.04,63.9,300,,,,,,,,,,,,,,,
2/24/20,Pets,Pets - Campaign 1,24187,208,7,68.17,54.3,300,,,,,,,,,,,,,,,
3/8/20,Pets,Pets - Campaign 1,22796,186,8,51.67,38.67,300,,,,,,,,,,,,,,,
3/9/20,Pets,Pets - Campaign 1,21885,173,6,49.88,34.87,300,,,,,,,,,,,,,,,
3/10/20,Pets,Pets - Campaign 1,19011,178,7,51.74,38.65,300,,,,,,,,,,,,,,,
3/11/20,Pets,Pets - Campaign 1,20218,174,6,69.47,43.91,300,,,,,,,,,,,,,,,
3/12/20,Pets,Pets - Campaign 1,18739,151,5,30.21,29.33,300,,,,,,,,,,,,,,,
2/29/20,Pets,Pets - Campaign 1,27739,201,9,33,48,300,,,,,,,,,,,,,,,
3/1/20,Pets,Pets - Campaign 1,31766,246,9,69.41,61.09,300,,,,,,,,,,,,,,,
3/2/20,Pets,Pets - Campaign 1,26809,203,8,41.66,50.31,300,,,,,,,,,,,,,,,
3/3/20,Pets,Pets - Campaign 1,24125,193,7,56.22,46.3,300,,,,,,,,,,,,,,,
3/17/20,Pets,Pets - Campaign 1,24195,151,5,17.93,33.63,300,,,,,,,,,,,,,,,
3/18/20,Pets,Pets - Campaign 1,24831,153,5,45.01,32.24,300,,,,,,,,,,,,,,,
3/19/20,Pets,Pets - Campaign 1,26881,198,5,39.69,40.65,300,,,,,,,,,,,,,,,
1/26/20,Pets,Pets - Campaign 1,21020,275,11,76.33,77.7,300,,,,,,,,,,,,,,,
1/31/20,Pets,Pets - Campaign 1,22621,233,8,63.81,63.22,300,,,,,,,,,,,,,,,
2/2/20,Pets,Pets - Campaign 1,25454,295,12,86.4,86,300,,,,,,,,,,,,,,,
2/9/20,Pets,Pets - Campaign 1,32678,324,12,80.73,89.41,300,,,,,,,,,,,,,,,
2/11/20,Pets,Pets - Campaign 1,23482,259,5,48.79,66.31,300,,,,,,,,,,,,,,,
2/16/20,Pets,Pets - Campaign 1,30377,314,11,135.81,95.44,300,,,,,,,,,,,,,,,
2/18/20,Pets,Pets - Campaign 1,22124,208,6,59.18,53.65,300,,,,,,,,,,,,,,,
2/26/20,Pets,Pets - Campaign 1,20173,178,7,35.35,43.54,300,,,,,,,,,,,,,,,
2/28/20,Pets,Pets - Campaign 1,21695,167,7,49.51,37.34,300,,,,,,,,,,,,,,,
3/4/20,Pets,Pets - Campaign 1,19730,159,4,6.83,35.3,300,,,,,,,,,,,,,,,
3/6/20,Pets,Pets - Campaign 1,21034,155,4,60.86,29.96,300,,,,,,,,,,,,,,,
3/13/20,Pets,Pets - Campaign 1,18953,147,4,54.87,29.9,300,,,,,,,,,,,,,,,
3/15/20,Pets,Pets - Campaign 1,20532,194,6,46.29,42.18,300,,,,,,,,,,,,,,,
3/25/20,Pets,Pets - Campaign 1,31093,178,7,35.64,39.46,300,,,,,,,,,,,,,,,
3/26/20,Pets,Pets - Campaign 1,32069,190,9,91.51,43.44,300,,,,,,,,,,,,,,,
3/27/20,Pets,Pets - Campaign 1,36325,167,10,117.64,36.78,300,,,,,,,,,,,,,,,
3/28/20,Pets,Pets - Campaign 1,50515,262,17,148.61,71.69,300,,,,,,,,,,,,,,,
4/11/20,Pets,Pets - Campaign 1,41597,298,17,138.99,76.67,300,,,,,,,,,,,,,,,
4/12/20,Pets,Pets - Campaign 1,55376,401,21,132.33,114.96,300,,,,,,,,,,,,,,,
3/20/20,Pets,Pets - Campaign 1,24545,186,6,60.47,34.53,300,,,,,,,,,,,,,,,
4/2/20,Pets,Pets - Campaign 1,30952,198,9,32.87,36.39,300,,,,,,,,,,,,,,,
4/3/20,Pets,Pets - Campaign 1,32641,190,11,104.67,37.65,300,,,,,,,,,,,,,,,
4/4/20,Pets,Pets - Campaign 1,47795,314,13,134.16,84.78,300,,,,,,,,,,,,,,,
4/5/20,Pets,Pets - Campaign 1,46149,322,16,205.2,83.69,300,,,,,,,,,,,,,,,
4/6/20,Pets,Pets - Campaign 1,52353,311,12,92.22,86.03,300,,,,,,,,,,,,,,,
3/22/20,Pets,Pets - Campaign 1,30870,194,8,71.83,43.47,300,,,,,,,,,,,,,,,
3/24/20,Pets,Pets - Campaign 1,35541,188,7,55.03,40.1,300,,,,,,,,,,,,,,,
3/29/20,Pets,Pets - Campaign 1,53470,268,13,98.85,60.16,300,,,,,,,,,,,,,,,
3/31/20,Pets,Pets - Campaign 1,46305,250,10,70.37,61.31,300,,,,,,,,,,,,,,,
4/7/20,Pets,Pets - Campaign 1,43665,282,13,91.02,74.64,300,,,,,,,,,,,,,,,
4/9/20,Pets,Pets - Campaign 1,34060,188,4,37.48,38.52,300,,,,,,,,,,,,,,,
4/16/20,Pets,Pets - Campaign 1,46447,247,12,113.27,59.28,300,,,,,,,,,,,,,,,
4/13/20,Pets,Pets - Campaign 1,63578,348,15,123.87,87.98,300,,,,,,,,,,,,,,,
4/14/20,Pets,Pets - Campaign 1,54320,296,11,139.66,74.31,300,,,,,,,,,,,,,,,
4/28/20,Pets,Pets - Campaign 1,60768,369,12,134.31,113.69,300,,,,,,,,,,,,,,,
4/29/20,Pets,Pets - Campaign 1,47949,281,10,114.43,67.67,300,,,,,,,,,,,,,,,
4/30/20,Pets,Pets - Campaign 1,45959,251,13,63.78,61.63,300,,,,,,,,,,,,,,,
5/1/20,Pets,Pets - Campaign 1,48872,268,12,124.91,73.42,300,,,,,,,,,,,,,,,
4/19/20,Pets,Pets - Campaign 1,69985,455,26,193.96,135.11,300,,,,,,,,,,,,,,,
4/20/20,Pets,Pets - Campaign 1,60127,304,14,66.45,73.23,300,,,,,,,,,,,,,,,
4/21/20,Pets,Pets - Campaign 1,65457,383,19,116.11,116.94,300,,,,,,,,,,,,,,,
4/22/20,Pets,Pets - Campaign 1,57566,340,14,153.75,99,300,,,,,,,,,,,,,,,
5/6/20,Pets,Pets - Campaign 1,54292,269,13,80.36,73.52,300,,,,,,,,,,,,,,,
5/7/20,Pets,Pets - Campaign 1,55909,298,14,108.04,79.41,300,,,,,,,,,,,,,,,
5/8/20,Pets,Pets - Campaign 1,62664,338,16,86.27,94.99,300,,,,,,,,,,,,,,,
5/9/20,Pets,Pets - Campaign 1,71113,370,18,111.78,100.56,300,,,,,,,,,,,,,,,
4/18/20,Pets,Pets - Campaign 1,65856,407,24,189.44,118.33,300,,,,,,,,,,,,,,,
4/23/20,Pets,Pets - Campaign 1,56290,336,17,184.1,96.37,300,,,,,,,,,,,,,,,
4/25/20,Pets,Pets - Campaign 1,60843,381,16,59.33,105.01,300,,,,,,,,,,,,,,,
4/27/20,Pets,Pets - Campaign 1,60559,368,19,115.27,101.77,300,,,,,,,,,,,,,,,
5/2/20,Pets,Pets - Campaign 1,65864,418,18,92.1,133.77,300,,,,,,,,,,,,,,,
5/4/20,Pets,Pets - Campaign 1,88882,434,20,136.76,128.46,300,,,,,,,,,,,,,,,
5/11/20,Pets,Pets - Campaign 1,66709,385,20,167.55,104.13,300,,,,,,,,,,,,,,,
2/20/20,Pets,Pets - Campaign 1,18964,174,7,40.83,43.88,300,,,,,,,,,,,,,,,
2/25/20,Pets,Pets - Campaign 1,19402,184,9,86.24,47.21,300,,,,,,,,,,,,,,,
2/27/20,Pets,Pets - Campaign 1,21175,162,6,47.15,36.15,300,,,,,,,,,,,,,,,
3/5/20,Pets,Pets - Campaign 1,17740,160,7,53.45,35.16,300,,,,,,,,,,,,,,,
3/7/20,Pets,Pets - Campaign 1,25624,216,14,109.23,53.86,300,,,,,,,,,,,,,,,
3/14/20,Pets,Pets - Campaign 1,18468,166,8,87.19,39.1,300,,,,,,,,,,,,,,,
3/16/20,Pets,Pets - Campaign 1,25638,182,8,78.45,46.61,300,,,,,,,,,,,,,,,
5/14/20,Pets,Pets - Campaign 1,56152,285,14,137.02,68.44,300,,,,,,,,,,,,,,,
5/15/20,Pets,Pets - Campaign 1,82630,537,22,175.07,119.64,300,,,,,,,,,,,,,,,
5/16/20,Pets,Pets - Campaign 1,65202,485,24,203.51,134.81,300,,,,,,,,,,,,,,,
5/17/20,Pets,Pets - Campaign 1,65849,452,20,163.67,129.15,300,,,,,,,,,,,,,,,
5/31/20,Pets,Pets - Campaign 1,41304,402,29,216.74,158.45,300,,,,,,,,,,,,,,,
6/1/20,Pets,Pets - Campaign 1,51719,413,29,186.97,146.86,300,,,,,,,,,,,,,,,
6/2/20,Pets,Pets - Campaign 1,42702,377,23,180.97,156.27,300,,,,,,,,,,,,,,,
6/3/20,Pets,Pets - Campaign 1,35540,332,26,167.57,137.6,300,,,,,,,,,,,,,,,
5/23/20,Pets,Pets - Campaign 1,38551,298,13,100.89,63.98,300,,,,,,,,,,,,,,,
5/24/20,Pets,Pets - Campaign 1,46847,381,25,186.84,91.24,300,,,,,,,,,,,,,,,
5/25/20,Pets,Pets - Campaign 1,51270,432,23,202.36,114.35,300,,,,,,,,,,,,,,,
5/26/20,Pets,Pets - Campaign 1,59101,460,22,166.43,123.62,300,,,,,,,,,,,,,,,
5/13/20,Pets,Pets - Campaign 1,62290,330,18,120.46,84.09,300,,,,,,,,,,,,,,,
5/18/20,Pets,Pets - Campaign 1,58434,321,14,60.57,76.53,300,,,,,,,,,,,,,,,
5/20/20,Pets,Pets - Campaign 1,45179,268,16,139.44,59.87,300,,,,,,,,,,,,,,,
5/22/20,Pets,Pets - Campaign 1,40055,220,9,49.66,38.48,300,,,,,,,,,,,,,,,
5/27/20,Pets,Pets - Campaign 1,43652,287,14,129.29,60.75,300,,,,,,,,,,,,,,,
5/29/20,Pets,Pets - Campaign 1,31773,315,24,203.33,108.06,300,,,,,,,,,,,,,,,
6/5/20,Pets,Pets - Campaign 1,47862,386,24,165.38,151.26,300,,,,,,,,,,,,,,,
6/17/20,Pets,Pets - Campaign 1,36130,353,25,173.14,118.93,300,,,,,,,,,,,,,,,
6/18/20,Pets,Pets - Campaign 1,27083,276,17,116.21,87.06,300,,,,,,,,,,,,,,,
6/19/20,Pets,Pets - Campaign 1,29401,290,21,173.39,104.19,300,,,,,,,,,,,,,,,
6/20/20,Pets,Pets - Campaign 1,29456,327,26,174.37,118.51,300,,,,,,,,,,,,,,,
3/21/20,Pets,Pets - Campaign 1,30499,227,12,47.34,59.01,300,,,,,,,,,,,,,,,
3/23/20,Pets,Pets - Campaign 1,36625,216,9,64.13,50.3,300,,,,,,,,,,,,,,,
3/30/20,Pets,Pets - Campaign 1,58116,298,12,129.39,79.08,300,,,,,,,,,,,,,,,
4/1/20,Pets,Pets - Campaign 1,35134,211,6,21.72,50.88,300,,,,,,,,,,,,,,,
4/8/20,Pets,Pets - Campaign 1,41591,267,9,48.5,65.98,300,,,,,,,,,,,,,,,
4/10/20,Pets,Pets - Campaign 1,45476,267,13,93.23,62.42,300,,,,,,,,,,,,,,,
6/8/20,Pets,Pets - Campaign 1,39526,362,28,206.58,135.56,300,,,,,,,,,,,,,,,
6/9/20,Pets,Pets - Campaign 1,46769,385,24,170.35,146.08,300,,,,,,,,,,,,,,,
6/10/20,Pets,Pets - Campaign 1,48876,358,22,197.12,129.43,300,,,,,,,,,,,,,,,
6/11/20,Pets,Pets - Campaign 1,47941,370,26,198.87,126.63,300,,,,,,,,,,,,,,,
6/25/20,Pets,Pets - Campaign 1,34800,276,11,133.09,80.7,300,,,,,,,,,,,,,,,
6/26/20,Pets,Pets - Campaign 1,29647,217,10,100.4,58.8,300,,,,,,,,,,,,,,,
6/27/20,Pets,Pets - Campaign 1,31783,259,18,110.01,76.12,300,,,,,,,,,,,,,,,
6/28/20,Pets,Pets - Campaign 1,36952,327,19,88.82,104.81,300,,,,,,,,,,,,,,,
6/7/20,Pets,Pets - Campaign 1,37902,408,32,224.74,176.29,300,,,,,,,,,,,,,,,
6/12/20,Pets,Pets - Campaign 1,42149,360,22,158.81,121.87,300,,,,,,,,,,,,,,,
6/14/20,Pets,Pets - Campaign 1,43555,479,30,220.27,192.12,300,,,,,,,,,,,,,,,
